Mouse Action,Traveled Distance,Elapsed Time,length_of_line,largest_deviation,User
1,405.1661792,1.67,171.119841,173.2411614,20
1,548.0405166,2.386,257.6509266,84.99872399,20
2,256.2618074,2.059,57.28001397,59.30515314,20
2,39.63286916,0.889,39.11521443,1.457233479,20
1,253.476351,0.718,163.5175832,79.71619779,20
1,1257.75488,16.91,113.2651756,151.9972923,20
3,295.9624897,2.824,242.7879733,8.002867577,20
2,308.2722524,6.692,105.7591604,90.19549671,20
2,1003.983785,17.207,364.0219774,107.9055729,20
2,675.8287169,7.675,82.73451517,204.7271319,20
2,176.4214924,0.78,167.7647162,21.45266348,20
2,236.3321333,6.598,100,31.2,20
2,633.2933076,2.324,531.8646444,78.99754278,20
2,781.2379917,2.2,763.8494616,52.99080779,20
5,1230.694887,6.053,347.3341331,205.4477035,20
1,549.0829365,3.79,169.9558766,155.0990794,20
3,45.46676946,2.106,38.07886553,5.987573338,20
2,1261.101807,9.219,585.0299138,142.7243258,20
2,830.7698938,2.371,779.3176503,64.09453191,20
2,553.0890076,1.669,412.8450072,150.0369362,20
2,1381.102181,6.099,31.01612484,304.3255742,20
2,1291.779684,4.306,565.3715592,431.3517297,20
2,2453.300419,20.061,700.4569937,454.6460423,20
2,1192.706721,4.071,736.4652062,273.0081453,20
1,1181.202663,2.917,705.9631718,314.6169784,20
1,795.3874294,2.854,722.0533221,39.23809936,20
3,143.4873466,1.575,126.0357092,11.85378342,20
2,662.0747336,1.17,655.8239093,13.01416414,20
2,261.6669863,1.108,254.778335,20.72389711,20
2,1093.554522,2.543,607.5870308,130.9145784,20
2,456.7389684,3.713,344.4706083,82.57308262,20
2,532.2353902,6.88,244.0081966,177.0186437,20
2,534.4511426,3.291,74.63243263,61.87658418,20
2,1373.219776,6.131,558.4872425,63.54308085,20
2,1494.728255,7.987,401.6217126,271.5241646,20
1,568.968596,0.702,420.773098,86.57159921,20
1,1104.489775,1.966,36.05551275,498.1207762,20
5,773.8287177,1.653,483.4263129,35.95584174,20
1,547.9223672,0.765,535.2102391,19.7959591,20
1,435.9143881,2.98,79.83107165,46.23513031,20
2,422.967729,1.638,229.3403584,160.1157348,20
2,374.7229229,1.809,104.9237819,46.15731452,20
2,152.5370589,1.046,72.02777242,48.64790181,20
2,100.4388619,0.983,42.44997055,37.73854208,20
2,1248.966097,21.325,398.9837089,124.9223938,20
2,140.4403273,3.681,125.015999,10.83861275,20
2,739.0127788,2.917,665.8318106,116.7081518,20
2,242.9386472,0.998,234,13.46153846,20
2,791.1407983,2.84,778.0809727,56.74602201,20
2,110.0198884,0.686,109.2245394,4.779145813,20
2,105.9263061,1.232,79.62411695,3.591876569,20
2,474.7978781,2.496,76.66159404,112.5857101,20
2,4717.356947,11.747,54.91812087,727.7015194,20
5,370.7136291,9.048,96.15092303,32.19937888,20
2,1125.031726,10.374,181.7388236,370.3171324,20
2,346.8810006,4.618,172.7946758,50.69021923,20
2,336.2312376,0.687,327.6659885,18.26555154,20
5,315.4934005,10.047,110.3856875,54.52699655,20
2,1152.356277,12.699,177.5894141,351.5243311,20
2,1941.134015,3.245,842.5342723,91.75413101,20
2,925.9768804,1.748,657.0273967,241.1406294,20
2,635.9762143,7.285,381.7905185,201.738902,20
2,209.7214788,1.092,207.0869383,12.76275569,20
2,175.4837015,2.403,18.97366596,62.29686991,20
2,178.0283875,2.917,65.29931087,32.64965543,20
2,42.63488015,3.916,20,3,20
2,115.4050985,1.046,109.0412766,14.38904651,20
2,254.3461669,5.148,245.1305774,9.472502469,20
2,405.9285644,1.872,309.7159989,80.62870528,20
2,133.2040793,0.734,4.472135955,36.67151483,20
2,308.0315566,1.763,153.7595525,121.6314674,20
2,335.4388805,3.104,273.5415873,17.55491751,20
2,306.6772871,2.886,254.8803641,29.59820003,20
2,394.2967657,1.638,261.5358484,109.9313925,20
2,98.72264609,1.264,8.544003745,35.81459104,20
5,236.1578419,4.54,146.6696969,55.08977088,20
2,413.886055,0.795,306.2286727,98.68442341,20
2,720.8305644,11.326,554.5529731,45.7629861,20
2,771.8615375,1.326,18.35755975,300.8569807,20
2,890.4884906,1.779,798.2505872,55.55648904,20
2,751.1797497,2.637,464.5826084,110.6563162,20
2,478.27076,0.952,475.5312818,15.50266046,20
1,568.3993978,1.529,529.2126227,53.18656206,20
2,327.5951969,1.716,261.6199534,83.45693713,20
2,205.7450273,1.904,143.586211,42.59461933,20
2,725.0612417,1.435,444.5773274,142.8682843,20
2,771.2394329,3.604,118.4060809,303.4810351,20
2,285.6030687,0.811,246.7589917,26.26044123,20
2,1656.005556,25.709,259.023165,457.067228,20
2,506.0404017,1.607,329,41,20
2,432.7709855,1.763,364.0782883,13.90634971,20
2,91.68802276,0.765,88.86506625,9.148701895,20
2,272.1953271,1.809,77.02596965,64.12123109,20
2,337.854508,2.403,209.2582137,83.17953065,20
2,277.0265586,1.014,274.5651107,9.145371726,20
5,719.3693835,10.982,394.3615093,159.2878578,20
2,1028.20758,1.622,937.9136421,78.07328598,20
1,621.6265612,7.956,592.1427193,34.77540013,20
2,901.6820862,2.215,504.8286838,165.5294215,20
5,1204.433222,22.604,278.4043821,450.8118695,20
5,113.2199209,1.092,87.02298547,3.562277234,20
5,411.9672643,2.137,180.8922331,176.055099,20
1,3530.416239,22.62,460.3531253,119.9731184,20
3,153.9050526,2.277,135.1813597,13.38941999,20
2,3714.403253,21.529,611.5791036,606.5184337,20
2,482.6556676,1.217,325.1538098,58.40312932,20
2,1222.924221,2.184,478.2896612,75.65499097,20
2,153.4764492,0.686,123.0690863,35.80102959,20
2,853.3115829,1.56,753.2363507,89.860241,20
2,890.7094808,2.277,830.4468677,64.26178733,20
2,109.9338394,0.952,106.2544117,7.679681127,20
2,952.9342511,1.56,396.2246837,91.24116059,20
1,211.0768237,1.576,176.5106229,56.61982172,20
2,467.2016278,0.983,369.9756749,30.35875265,20
2,593.647353,3.479,426.5126024,180.3557493,20
2,107.3865865,1.279,100.6031809,5.834805569,20
5,974.0148822,3.011,21.37755833,88.2701369,20
5,27.43969656,1.326,26.17250466,3.362307168,20
2,425.6773969,12.355,401.8556955,60.14099158,20
2,290.7696925,1.966,249.7779013,68.90921858,20
2,827.6281997,2.059,801.6314615,27.29558538,20
2,98.63731455,1.155,91.98369421,5.924963165,20
2,49.13933984,0.671,47.4341649,5.059644256,20
2,364.4689856,3.838,85.95929269,55.66588382,20
2,277.7862836,2.512,230.4191832,57.18707885,20
2,323.5284852,0.983,284.4011252,35.89296629,20
2,516.1332032,6.583,251.0975906,198.0465041,20
2,341.571897,2.044,23.02172887,112.719597,20
2,883.6430544,1.56,832.2403499,57.58913276,20
2,113.6639262,0.687,109,13.89908257,20
5,1457.301034,3.463,289.8223594,512.3828276,20
2,156.2066752,1.592,135.9485197,28.48136934,20
2,535.2517069,1.248,308.0211032,144.80826,20
2,390.519875,1.935,293.0682514,96.74879439,20
2,223.807562,1.653,205.2437575,37.6868953,20
2,670.507908,9.126,270.4902956,98.72073208,20
2,343.1816746,0.92,289.663598,18.03816578,20
1,489.78455,15.101,426.0187789,82.9212273,20
2,799.3441209,6.021,302.5921347,217.5073059,20
5,391.1890473,1.841,260.8236952,35.52974737,20
5,513.3460812,1.373,393.6356183,97.17870594,20
1,2996.693163,106.096,989.9494937,375.6151222,20
1,649.9827641,4.103,65.49045732,76.19430684,20
2,1372.80714,7.051,198.728458,331.0748781,20
2,641.1099776,1.295,510.8189503,85.61937644,20
5,1632.623849,15.132,413.5807055,241.5755829,20
5,397.3250625,1.202,366.7424164,28.59772835,20
2,1056.356178,6.38,757.5651787,83.75912962,20
2,66.64846027,0.858,34.525353,15.52482316,20
2,3017.815152,19.563,516.3729273,242.7431676,20
2,612.7232723,2.933,190.9685838,133.7864035,20
2,492.6176113,1.201,391.4651964,87.6246479,20
1,296.4510424,1.482,286.4576758,10.44831489,20
2,289.2604951,2.512,96.25487001,125.1573037,20
2,906.7332197,2.403,605.7804883,165.1010588,20
2,865.2453115,1.607,781.6527362,148.2832396,20
2,623.6540063,15.023,222.7936265,237.2464636,20
2,1591.36112,35.053,161.6075493,255.7739423,20
2,719.4107677,1.872,683.0058565,92.15147923,20
2,899.4377512,1.763,779.3773156,110.1186784,20
1,188.8533889,6.459,173.6663468,26.41847477,20
1,747.417483,0.967,665.2195126,50.61487127,20
3,253.0308725,1.232,211.1516043,24.23377278,20
1,1610.313449,2.169,211.1160818,590.9545068,20
3,206.5884877,1.576,203.061567,13.12902308,20
2,1409.546098,12.34,325.8588652,106.8376642,20
5,158.8058439,1.607,42.19004622,34.79493699,20
2,495.3247155,1.42,387.2621851,49.31542695,20
1,552.9338915,1.779,537.4644174,47.46360721,20
3,293.2996028,1.903,255.3311575,22.62943566,20
2,1028.803898,3.307,518.5846122,173.8964055,20
2,834.572862,1.514,777.4754015,90.53148159,20
5,229.1234306,2.418,209.4230169,32.75666688,20
2,456.6631421,0.952,417.7379561,54.02429841,20
1,688.4436653,2.355,631.2717323,107.8584649,20
3,211.5888265,2.621,187.1309702,8.993701034,20
2,1100.229975,6.708,876.3846188,168.6759407,20
2,1039.674737,1.857,777.1975296,92.26997934,20
5,910.4833087,9.61,327.7026091,131.326388,20
2,441.6170089,1.061,334.6191865,24.92684322,20
2,1091.016102,4.586,345.1289614,173.97265,20
5,563.4186531,1.56,462.5505378,73.7303218,20
2,426.6089657,1.342,352.8002268,30.24941366,20
2,580.1659447,2.325,338.5291716,220.9440317,20
2,644.6843385,2.34,430.202278,95.35049463,20
2,134.4090471,11.824,48.84669897,33.6358451,20
5,1466.750467,24.305,118.8486432,266.0106093,20
2,353.5826965,1.17,351.8323464,6.86406473,20
2,1157.347329,2.823,314.0398064,514.4761801,20
5,401.3124474,1.56,381.1626949,38.51111401,20
2,357.206561,1.139,350.3041536,27.35051784,20
2,786.4491643,2.122,349.7770719,311.5641612,20
5,472.0528448,3.245,335.8764654,68.68894483,20
2,377.3225499,1.388,340.7007485,32.12203099,20
2,790.0450377,1.217,341.2477106,343.5656749,20
2,545.1767681,2.433,322.5786726,58.61205841,20
1,522.1860525,8.221,400.0199995,100.9549524,20
3,254.0650564,1.904,87.32124598,59.20666777,20
2,267.3821018,3.026,247.1962783,22.20907223,20
2,534.4957836,2.059,381.4944298,67.8830357,20
2,845.8621588,1.669,771.8115055,90.17875415,20
1,403.3372218,1.216,306.4718584,80.43152845,20
1,129.6277408,0.686,25,59.44,20
2,146.235659,1.95,23.34523506,46.09077601,20
2,330.0372007,0.671,329.5481755,4.142034766,20
5,679.2538452,2.964,346.5212836,63.49393541,20
2,346.7337021,0.952,344.2455519,15.16359462,20
2,500.6671295,2.121,337.4092471,135.6335086,20
5,463.6549874,2.402,428.2639373,64.65405463,20
2,332.5243349,1.029,332.2679641,4.794323172,20
1,524.3441983,1.326,518.9267771,4.917842194,20
3,123.4240773,2.153,47.07440918,38.06739226,20
2,1086.05842,5.99,602.0298996,60.27607603,20
2,919.8862657,1.826,771.8471351,99.05329245,20
2,617.3980423,3.073,432.9214709,179.4782777,20
2,337.3351766,0.764,330.80659,15.15689273,20
2,1089.312841,1.528,328.6715686,476.3874182,20
5,438.894757,1.575,346.4938672,32.78845912,20
2,347.8698849,1.295,337.3796082,31.43343505,20
1,462.6800951,2.043,449.3606569,22.80573486,20
3,138.8447094,4.945,63.5295207,20.11663217,20
2,662.3884113,4.79,488.4035217,29.28521062,20
2,893.6649763,1.809,763.4055279,110.2480882,20
5,611.9339726,2.777,472.6880578,96.50762114,20
2,419.8570149,0.92,400.1062359,38.47728083,20
2,667.3803305,1.966,342.7097898,249.0620418,20
2,566.7397458,1.669,315.0698335,89.04692552,20
1,86.1369669,0.608,59.41380311,18.48055406,20
2,87.30924845,1.217,69.02897942,9.05416834,20
2,35.71768464,0.764,33.54101966,3.398823326,20
2,63.79904278,1.357,33.95585369,18.87745205,20
1,108.7129223,6.068,28.63564213,35.96916023,20
2,491.0217577,19.593,370.757333,55.45675882,20
2,1014.762647,1.856,781.3533132,86.43209015,20
1,411.263732,1.326,314.61246,12.221385,20
2,78.09627194,1.123,30.87069808,23.74419905,20
5,39.54956261,0.998,13.15294644,18.47494789,20
2,384.0293241,0.905,358.9498572,50.56416554,20
2,640.8289032,2.84,333.0240232,185.5992232,20
2,706.149016,2.683,431.3351365,53.925586,20
2,20.29239219,1.419,7.810249676,6.017733357,20
5,78.29568083,1.092,4,6,20
1,362.7073734,1.107,304.3451987,45.1526755,20
2,644.8726216,2.309,333.3181663,179.3001583,20
2,526.1226812,2.059,397.6845484,57.6989981,20
2,97.03426525,3.682,40.49691346,28.34783942,20
2,69.15597481,8.549,42.63801121,23.6408775,20
1,180.7131694,1.139,16.64331698,52.69382306,20
2,419.6236033,1.358,392.5022293,56.00987296,20
1,688.4634884,1.607,667.5627311,50.38028403,20
1,218.2571879,1.232,44.01136217,36.71779105,20
1,125.3664608,0.796,121.2353084,10.63221612,20
1,730.6819538,2.511,105.8158778,178.253022,20
1,813.7303177,2.09,130.3840481,133.9120871,20
1,1766.502582,8.533,319.3634293,423.8024381,20
3,362.3428818,3.744,347.9798845,33.88988998,20
1,519.9889125,0.843,514.4288095,12.69174642,20
2,287.6549198,1.108,264.3217736,24.18642972,20
2,428.4793367,7.145,59.30430001,121.728104,20
2,232.386465,12.012,180.7595087,59.68150763,20
1,536.2273508,2.137,116.7604385,85.14013931,20
3,248.7835688,2.091,230.03478,12.06774037,20
2,315.0002399,1.544,246.1727036,67.22516249,20
2,534.0434955,10.624,105.9292217,99.45319937,20
2,517.1314623,2.652,184.1955483,56.14685098,20
2,138.1811934,2.699,8.94427191,49.6407091,20
1,247.3310714,4.212,130.1153335,66.57170811,20
3,336.587145,1.903,332.2800024,22.19814598,20
2,24.53872906,2.028,23.34523506,0.985211755,20
1,597.2594964,7.286,293.0017065,103.548885,20
3,73.65672554,1.108,57.48912941,22.64775991,20
1,337.8074214,6.224,113.8859078,48.88225511,20
3,351.429315,3.276,327.8795511,26.63478089,20
2,401.0464226,36.146,277.016245,47.12720007,20
2,198.3511069,3.478,16.40121947,22.55929815,20
2,1075.680722,3.869,548.5334994,168.924961,20
2,823.2599023,5.538,344.5359198,291.992777,20
2,134.0246238,3.463,26.62705391,28.5799549,20
2,188.0728712,1.856,179.4017837,6.989897057,20
1,139.3870448,0.827,137.9275172,6.11915604,20
2,231.4429276,5.226,186.9679117,18.58072847,20
2,459.4787423,2.106,424.1238027,37.99126552,20
2,526.1989487,1.81,301.8873962,163.7696725,20
2,117.6320454,1.762,90.55385138,23.45565614,20
2,339.2685116,1.404,95.8853482,129.9990065,20
2,926.5344177,11.248,221.4881487,210.3769447,20
2,953.8395866,3.666,349.1847648,258.2787369,20
5,197.1124396,2.621,141.3647764,20.79725994,20
2,195.1003511,0.811,154.6932448,21.32607667,20
2,148.9377913,1.326,30.88689042,44.38776391,20
2,383.4495136,1.716,283.5718604,23.06293717,20
2,819.410864,2.2,815,22,20
2,132.5788515,0.858,127.0629765,12.4032983,20
2,1319.374047,3.245,142.8005602,122.2824334,20
2,320.8716148,1.217,314.8412298,26.53718512,20
2,1303.033365,2.683,772.6901061,364.3051694,20
2,993.3081853,2.013,810.3653497,87.23472694,20
2,317.5030647,0.655,309.2733419,21.19807663,20
2,1717.383165,3.042,321.3378285,677.0849266,20
2,87.47298177,0.639,76.69419796,18.4890127,20
2,666.6831344,1.888,547.9498152,84.88916085,20
2,89.65179267,4.15,10.77032961,34.5393329,20
2,844.4829443,7.379,715.8002515,61.85245103,20
2,828.1887035,1.685,745.7305143,52.37548853,20
2,1242.470283,9.017,295.4200399,386.3177326,20
2,1334.439399,4.336,716.118007,92.19150943,20
2,755.0925495,1.154,595.1344386,142.5593857,20
1,544.3995883,2.371,248.8453335,85.20151735,20
3,293.0364714,1.513,252.1685944,31.31635015,20
2,653.2314882,1.997,594.1960956,74.43502293,20
2,648.8444064,1.981,149.6161756,89.32857658,20
1,643.768047,1.591,452.0409274,93.3300448,20
3,159.8665053,1.591,143.4224529,13.19179781,20
2,379.2653785,7.363,142.0563269,100.4671901,20
2,1167.929303,1.731,857.324326,134.7471389,20
2,946.403669,1.528,768.3501806,71.27739589,20
2,1118.864587,6.77,451.136343,322.2396117,20
2,403.8609233,1.513,352.2782991,91.26874997,20
2,515.1291901,11.684,169.4992625,137.0566435,20
1,437.3417402,1.529,120.6731122,172.8554077,20
2,2273.791928,4.774,654.9320575,407.0193189,20
2,1487.962277,2.215,164.7543626,249.5351222,20
1,675.4946679,222.348,642.5356021,91.41905881,20
2,1500.495055,309.677,108.6001842,323.2959527,20
1,247.4117409,3.151,180.7373785,64.22025203,20
2,1927.310769,25.631,233.1222855,228.1249083,20
2,564.7335039,17.519,309.0129447,41.21186577,20
2,1073.583189,3.76,832.9633845,73.09084784,20
1,1518.838966,10.888,388.3323319,44.1039764,20
3,312.177519,3.635,267.977611,70.80442254,20
1,609.5841851,4.79,256.204996,78.0898121,20
3,346.4828974,2.792,344.0363353,12.9608403,20
1,352.96747,5.694,282.1790212,22.20221749,20
3,123.6416706,1.732,112.0044642,4.964087851,20
2,269.4368722,2.542,211.3409567,51.81201111,20
1,236.7489383,6.786,56.43580424,63.75385358,20
3,107.9414128,1.763,105.0047618,2.190376856,20
1,225.5358571,2.121,38.32753579,28.43908374,20
3,58.0473912,1.669,46.09772229,16.33486347,20
2,362.338306,6.599,83.95236745,57.15145559,20
2,664.212022,6.271,199.6121239,94.48824868,20
2,297.1896212,1.123,288.5619518,10.47955207,20
2,823.6020233,6.037,507.3558909,181.0661937,20
2,811.4457543,1.95,775.9278317,62.07793822,20
1,1791.703811,42.822,418.4566883,381.243757,20
3,435.2371011,3.026,428.298961,9.656806055,20
2,1324.696059,5.991,748.4817967,43.62163535,20
2,914.0019129,1.763,758.2255601,150.2547606,20
2,520.0865906,2.122,416.8117081,148.3595561,20
2,113.5770361,0.765,112.5388822,5.064916134,20
2,119.3524615,1.076,79.83107165,43.3540466,20
2,303.2575895,2.948,83.24061509,56.76315576,20
2,311.0121823,1.139,159.2231139,55.72055327,20
2,651.4690656,3.136,564.2729836,81.79019968,20
2,1228.582699,26.77,136,377,20
1,482.3445507,1.419,459.6781483,60.36397446,20
1,855.1746122,8.72,403.1935019,49.55685026,20
5,1966.636374,5.569,782.1061309,269.221774,20
1,641.2732944,1.217,605.743345,8.576239496,20
5,612.9023403,1.357,600.4015323,13.97564721,20
1,450.4142479,0.733,449.8677583,9.487232461,20
1,487.1110056,1.185,484.489422,19.99424458,20
5,468.4277259,1.029,448.4829986,49.58270452,20
1,391.2692596,0.905,387.0116277,21.8210498,20
2,822.0304045,3.308,621.4410672,210.4141598,20
1,517.8631354,1.935,386.8074456,69.35750669,20
3,428.4153077,2.184,376.5912904,88.67438215,20
2,734.2950433,7.644,629.720573,78.66346143,20
2,832.9228741,1.872,766.5722406,89.76192505,20
2,647.5335486,1.544,610.276167,93.81490397,20
2,520.8584525,8.362,323.4269624,177.3723488,20
2,557.5419897,2.231,378.6832449,160.0730975,20
2,576.186368,6.755,288.5064991,95.30461216,20
2,999.9963148,1.982,759.8164252,173.8577841,20
2,869.1164932,17.129,93.05912099,250.786809,20
2,1093.752276,2.449,730.4827171,91.98985606,20
5,543.5216751,2.793,386.0634663,64.34434276,20
1,385.5095761,0.53,385.0116881,4.334933332,20
1,2394.569356,46.722,199.922485,277.8026694,20
1,197.1854302,1.638,79.64923101,35.17924736,20
1,98.48705019,1.404,97.86725704,4.271091401,20
2,189.6107317,1.84,161.4434886,36.19842492,20
1,332.3282164,16.052,234.3608329,79.24532342,20
2,352.0953084,8.97,191.0026178,62.213807,20
2,700.5712076,4.82,205.0609665,230.1559424,20
2,747.3394848,1.279,723.4141276,34.25976775,20
2,814.5673221,1.825,773.3724846,66.04450121,20
1,308.5256809,1.684,306.6740941,4.747711098,20
2,3262.661527,38.329,223.7856117,179.5468426,20
2,200.1019961,1.263,194.0412327,17.84156878,20
1,32.67786343,0.624,28.63564213,2.374663006,20
2,197.4058126,10.405,194.5790328,9.92912737,20
2,579.5082632,20.779,249.6337317,58.37352148,20
2,699.5221732,1.201,685.0182479,32.34220412,20
2,837.663457,1.81,771.6644348,43.30509285,20
2,654.9018251,1.576,633.2345537,23.01990615,20
2,609.2734515,2.091,337.2906758,50.29193279,20
2,482.9541779,2.044,407.2407151,79.16448137,20
2,1306.70379,3.994,405.255475,400.9174707,20
2,819.129124,1.498,781.5574195,73.66829175,20
2,531.4692183,2.605,297.1228702,149.7225709,20
2,1435.549906,9.454,315.0777682,279.1310873,20
5,1275.833428,5.896,609.6761435,401.67883,20
1,479.5087003,0.561,478.2980242,12.58420419,20
1,1102.094688,17.737,57.69748695,139.4341491,20
1,1557.371438,19.968,136.1800279,567.689706,20
2,436.8056556,6.209,57.98275606,86.2670273,20
1,47.64764436,0.874,29.83286778,1.608963656,20
1,352.5640237,3.884,80.15609771,38.69948873,20
1,426.2025318,5.414,109,41.64220183,20
5,96.36081508,0.936,22.13594362,44.27188724,20
2,373.0443963,1.607,167.7647162,120.4961357,20
2,275.051621,0.968,266.8651345,10.7807264,20
2,896.4954045,1.763,250.5693517,271.9446714,20
2,272.1816959,0.811,253,34,20
5,925.5634999,2.527,534.1132839,108.3833744,20
5,1064.963203,5.133,279.9464234,145.8171871,20
1,409.4544747,1.419,344.3283317,22.73701952,20
3,345.7272896,2.215,339.5114137,19.24530292,20
1,506.7534975,15.008,20.88061302,224.322916,20
3,396.7205246,1.95,322.8931712,11.43412227,20
1,339.5048106,3.105,276.8754233,13.8473829,20
3,316.7163813,1.669,312.0064102,2.846095372,20
1,376.750488,2.933,334.0449072,12.11813117,20
3,368.531603,2.434,305.7924132,13.7478885,20
2,544.0804309,4.383,282.0638226,71.34555512,20
2,703.4615804,3.65,610.3023841,68.75444222,20
2,838.1805632,1.623,774.7522185,93.33822902,20
1,477.795518,1.996,233.3838041,97.5131933,20
1,229.9848526,1.014,219.6588264,14.45423365,20
3,377.5283997,2.808,369.5416079,16.19303448,20
1,306.5359017,14.259,77.62087348,78.00736746,20
3,195.9582138,2.199,164.5600194,7.912006843,20
2,156.8041373,3.526,135.8307771,15.6812767,20
2,665.6480316,3.37,597.4512532,47.02977833,20
2,878.0559788,1.685,776.1836123,172.8018962,20
1,401.6555163,1.857,353.5109616,80.1559303,20
2,147.5941886,0.811,117.0042734,13.90547501,20
1,1018.57629,0.999,721.2690205,47.97793752,20
1,311.0288774,1.997,146.8196172,99.9730164,20
3,356.2237355,1.654,349,6,20
2,362.8318322,2.979,326.0138034,21.87023962,20
1,129.798324,4.727,96.25487001,18.00428383,20
2,718.6396567,1.17,626.0175716,151.6698641,20
2,938.3072898,1.653,777.7634602,61.86456739,20
1,388.8512314,1.903,244.7243347,100.2842649,20
1,409.541998,0.999,187.7684745,176.4566714,20
3,322.9600301,2.168,320,10,20
1,613.8380223,4.446,311.44823,18.84743413,20
3,351.2916669,1.701,306.0588179,13.64443615,20
2,319.1746625,2.636,297.0269348,22.42220896,20
2,766.1467055,3.682,590.745292,42.40406202,20
2,984.0932196,1.997,763.5345441,184.7643975,20
1,207.5461039,3.135,194.5790328,15.12495955,20
2,900.7545842,620.213,132.5745074,231.7489283,20
1,5235.765111,85.317,102.0686044,541.0282656,20
2,588.4262141,1.622,521.5985046,18.58517598,20
5,45.51633183,1.965,23.43074903,15.62049935,20
2,777.2361175,17.768,409.5912597,189.0372369,20
2,690.7904898,1.076,633.77283,83.92597077,20
5,5193.689541,34.695,477.0094339,470.034729,20
2,383.9090251,1.918,246.1320784,35.98880755,20
1,5371.199728,29.032,185.2700731,244.9289258,20
3,302.5446768,1.31,284.2129483,12.14582242,20
2,338.0963638,1.669,235.2573059,48.06651999,20
2,3897.024631,188.637,581.5324583,518.9564154,20
2,2613.914126,8.752,252.2578046,414.782013,20
2,1072.48997,3.962,493.2443613,350.5949861,20
2,618.9910586,2.496,243.6801182,36.29348207,20
2,377.6523183,2.371,231.4670603,87.27807738,20
1,778.6858473,4.555,269.2842364,45.13075166,20
1,255.9283386,1.31,224.0200884,28.97954396,20
2,371.034227,1.232,300.9269014,60.51303461,20
2,1585.279523,5.647,361.4194239,153.6165361,20
2,440.2315589,3.151,146.4411144,104.1374211,20
2,229.6950281,2.714,108.8485186,34.23105843,20
2,911.9106543,7.425,102,84,20
2,812.7337989,6.334,444.3028247,62.11079126,20
2,626.2397084,3.853,279.973213,77.95745802,20
2,442.5343677,3.713,277.8722728,28.51310035,20
1,138.5072808,1.716,130.2497601,9.097905434,20
2,335.5313166,3.807,312.0544824,17.63794565,20
2,612.7251639,1.295,441.7442699,119.5329597,20
2,982.042562,5.928,294.1598205,196.0634865,20
2,65.90761761,0.89,64.00781202,5.296228527,20
2,415.2762458,1.467,304.7769676,23.77148134,20
2,521.6549847,2.902,426.864147,83.79012445,20
2,484.0111895,1.544,425.1458573,50.34742696,20
2,917.0496743,5.616,449.8810954,175.8909205,20
2,530.6634162,1.248,458.8518279,25.34369331,20
2,87.53550156,1.762,3.605551275,8.320502943,20
2,519.1731822,3.042,469.6083475,55.41213256,20
2,672.1188244,2.901,400.8890121,146.2050549,20
2,501.0622992,3.791,236.5163842,68.62103889,20
2,2296.413575,9.266,149.939988,622.8892055,20
2,900.7581335,2.996,635.8372433,90.38161983,20
2,616.8952332,3.9,406.6607923,167.1368405,20
5,41.10362664,1.607,6.08276253,7.069156454,20
2,8784.076179,67.252,361.509336,403.2592951,20
2,434.9229655,1.872,147.1393897,100.9247084,20
1,1742.885367,4.384,512.6333973,315.2155144,20
1,937.0930243,1.545,884.0022624,44.757804,20
2,261.6573475,65.364,39,90,20
1,171.8681055,0.733,151.1191583,6.676850318,20
3,93.61892306,1.31,91.08786966,6.74074388,20
1,207.776461,0.671,139.1761474,61.11679451,20
1,323.5098504,2.683,31.144823,54.58371042,20
2,2256.18836,8.611,530.2687998,132.3347707,20
1,776.8518175,1.404,537.1489551,158.6208056,20
2,487.0831004,1.544,153.7920674,210.5570238,20
2,459.2587894,3.074,119.1007976,98.42923164,20
2,258.3764226,11.232,90.66973034,64.26621076,20
2,49.35098685,0.983,26.62705391,13.33230485,20
2,66.73844024,2.262,42.01190308,10.63984174,20
1,64.6869047,1.155,46.04345773,4.083099082,20
3,35.84482256,1.872,35.0142828,2.284781912,20
5,2779.37543,11.076,644.6340047,117.671422,20
5,1869.72589,5.803,690.8465821,187.6407923,20
2,1029.561852,2.636,548.3803425,114.305702,20
5,913.187261,2.621,676.8493185,101.8158667,20
2,748.6336404,5.648,445.785823,126.4396423,20
1,20.19428529,1.092,4,9,20
3,116.2350391,1.529,107,7,20
2,133.7433069,3.822,97.04638066,19.36187612,20
1,187.4539295,4.415,11.40175425,73.76057942,20
3,97.93027483,1.201,86.68333173,14.90482627,20
2,951.4949774,18.408,419.3566501,143.8632247,20
2,528.1678911,1.357,518.7301803,28.99580663,20
2,1056.916344,3.603,320.7553585,158.1516837,20
2,1550.728369,8.596,500.1769687,372.1662764,20
2,565.8550886,2.262,132.9247908,145.2099333,20
1,595.4607245,2.293,345.8236545,37.08248361,20
2,1382.69043,12.356,481.1330377,194.4036112,20
1,584.7957128,3.073,514.296607,64.18280725,20
2,1631.672973,8.518,512.3719352,265.7932463,20
2,788.1812123,1.794,620.8252572,70.71232926,20
2,183.4711038,1.217,125.399362,9.689044507,20
1,580.9462216,2.714,140.6022759,38.32085906,20
3,143.4369021,1.311,135.0925609,9.586020072,20
1,160.6101786,6.099,82.09750301,44.84911069,20
1,452.3080719,2.559,185.8278773,106.227334,20
1,1568.448664,17.222,388.2396167,226.0073321,20
1,112.5922851,0.78,79.93122043,22.99476963,20
1,469.3747624,29.14,174.0632069,99.10767649,20
2,655.7500852,2.325,283.0494656,93.96590783,20
